,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,Servicing,Service Charge,   ,Furnishing,Total Area,Covered Area
4876, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
4877, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
4878, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4879, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
4880, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
4881, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
4882, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
4883, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
4884, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
4885, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
4886, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
4887, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
4888, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
4889, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
4890, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4891, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
4892, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
4893, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6,,,, ,,,
4894, per annum,"2,000,000", Mini Flat (Room and Parlour)," Off Fola Osibo Street, Lekki Phase 1, Lekki, Lagos", 1307177, 02 May 2022, 07 May 2022, Available, 1,, 1,,,, ,,,
4895, per annum,"1,400,000", Self Contain (Single Rooms)," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1307613, 03 May 2022, 07 May 2022, Available,, 1, 1,,,, ,,,
4896, per annum,"11,000,000", Semi-detached Duplex," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1173793, 20 Dec 2021, 06 May 2022, Available, 5,,,,,,,,,
4897, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
4898, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
4899, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4900, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
4901, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
4902, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
4903, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
4904, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
4905, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
4906, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
4907, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
4908, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
4909, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
4910, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
4911, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4912, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
4913, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
4914, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available,,, 5, 30, Serviced," ₦240,000 per annum", , Furnished,,
4915, per annum,"2,000,000", Mini Flat (Room and Parlour)," Off Fola Osibo Street, Lekki Phase 1, Lekki, Lagos", 1307177, 02 May 2022, 07 May 2022, Available, 1,, 1,,,, ,,,
4916, per annum,"1,400,000", Self Contain (Single Rooms)," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1307613, 03 May 2022, 07 May 2022, Available,, 1, 1,,,, ,,,
4917, per annum,"11,000,000", Semi-detached Duplex," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1173793, 20 Dec 2021, 06 May 2022, Available, 5,,,,,,,,,
4918, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
4919, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
4920, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4921, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
4922, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
4923, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
4924, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
4925, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
4926, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
4927, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
4928, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
4929, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
4930, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
4931, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
4932, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4933, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
4934, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
4935, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6,,,, ,,,
4936, per annum,"2,000,000", Mini Flat (Room and Parlour)," Off Fola Osibo Street, Lekki Phase 1, Lekki, Lagos", 1307177, 02 May 2022, 07 May 2022, Available, 1,, 1,,,, ,,,
4937, per annum,"1,400,000", Self Contain (Single Rooms)," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1307613, 03 May 2022, 07 May 2022, Available,, 1, 1,,,, ,,,
4938, per annum,"11,000,000", Semi-detached Duplex," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1173793, 20 Dec 2021, 06 May 2022, Available, 5,,,,,,,,,
4939, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
4940, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
4941, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4942, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
4943, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
4944, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
4945, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
4946, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
4947, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
4948, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
4949, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
4950, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
4951, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
4952, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
4953, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4954, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
4955, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
4956, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6,,,, ,,,
4957, per annum,"2,000,000", Mini Flat (Room and Parlour)," Off Fola Osibo Street, Lekki Phase 1, Lekki, Lagos", 1307177, 02 May 2022, 07 May 2022, Available, 1,, 1,,,, ,,,
4958, per annum,"1,400,000", Self Contain (Single Rooms)," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1307613, 03 May 2022, 07 May 2022, Available,, 1, 1,,,, ,,,
4959, per annum,"11,000,000", Semi-detached Duplex," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1173793, 20 Dec 2021, 06 May 2022, Available, 5,,,,,,,,,
4960, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
4961, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
4962, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4963, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
4964, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
4965, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
4966, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
4967, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
4968, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
4969, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
4970, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
4971, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
4972, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
4973, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
4974, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4975, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
4976, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
4977, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available,,,, 120,,,,,,
4978, per annum,"2,000,000", Mini Flat (Room and Parlour)," Off Fola Osibo Street, Lekki Phase 1, Lekki, Lagos", 1307177, 02 May 2022, 07 May 2022, Available, 1,, 1,,,, ,,,
4979, per annum,"1,400,000", Self Contain (Single Rooms)," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1307613, 03 May 2022, 07 May 2022, Available,, 1, 1,,,, ,,,
4980, per annum,"11,000,000", Semi-detached Duplex," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1173793, 20 Dec 2021, 06 May 2022, Available, 5,,,,,,,,,
4981, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
4982, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
4983, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4984, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
4985, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
4986, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
4987, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
4988, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
4989, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
4990, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
4991, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
4992, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
4993, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
4994, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
4995, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
4996, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
4997, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
4998, per annum,"6,000,000", Flat / Apartment," Dideolu Estate, Off Ligali Ayorinde, Victoria Island (VI), Lagos", 838601, 22 Jan 2021, 05 May 2022, Available, 3, 3, 4, 2, Serviced," ₦2,500,000 per annum", ,,,
4999, per annum,"2,000,000", Mini Flat (Room and Parlour)," Off Fola Osibo Street, Lekki Phase 1, Lekki, Lagos", 1307177, 02 May 2022, 07 May 2022, Available, 1,, 1,,,, ,,,
5000, per annum,"1,400,000", Self Contain (Single Rooms)," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1307613, 03 May 2022, 07 May 2022, Available,, 1, 1,,,, ,,,
5001, per annum,"11,000,000", Semi-detached Duplex," Off Providence Street, Lekki Phase 1, Lekki, Lagos", 1173793, 20 Dec 2021, 06 May 2022, Available, 5,,,,,,,,,
5002, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
5003, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
5004, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
5005, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
5006, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
5007, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
5008, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
